is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
0,3,CHE,Direct,I,No Deposit,2,2017-07-17
1,73,PRT,Online TA,A,No Deposit,2,2016-01-04
1,45,ESP,Online TA,D,No Deposit,0,2016-04-10
0,40,DEU,Direct,D,No Deposit,0,2016-10-11
0,141,DEU,Offline TA/TO,D,No Deposit,1,2016-05-20
0,118,POL,Offline TA/TO,A,No Deposit,0,2016-06-09
1,34,ESP,Online TA,A,No Deposit,0,2016-02-06
0,41,FRA,Offline TA/TO,A,No Deposit,0,2016-03-07
0,37,ITA,Online TA,A,No Deposit,1,2016-02-08
1,206,IRL,Online TA,D,No Deposit,1,2016-07-25
0,69,ESP,Online TA,A,No Deposit,1,2017-08-02
1,93,PRT,Groups,A,Non Refund,0,2015-11-09
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,101,IRL,Online TA,A,No Deposit,2,2016-10-10
1,15,NLD,Online TA,A,No Deposit,0,2017-07-03
0,102,PRT,Direct,D,No Deposit,2,2017-07-08
1,156,PRT,Groups,A,Non Refund,0,2016-11-21
0,132,ITA,Online TA,A,No Deposit,0,2017-06-19
0,57,PRT,Offline TA/TO,A,No Deposit,1,2016-06-13
1,279,PRT,Groups,A,No Deposit,0,2015-01-01
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
0,87,FRA,Online TA,D,No Deposit,2,2017-05-08
1,186,FRA,Online TA,D,No Deposit,1,2017-06-14
0,106,ESP,Direct,A,No Deposit,0,2016-03-28
0,47,BEL,Online TA,D,No Deposit,2,2016-04-01
0,0,PRT,Online TA,A,No Deposit,0,2016-02-25
1,71,PRT,Offline TA/TO,A,Non Refund,0,2016-04-27
1,374,PRT,Groups,A,Non Refund,0,2016-09-26
0,1,PRT,Corporate,A,No Deposit,0,2016-03-03
1,31,PRT,Direct,A,No Deposit,0,2015-08-13
0,5,PRT,Direct,D,No Deposit,0,2016-02-09
0,18,CHN,Online TA,C,No Deposit,2,2017-07-30
1,339,PRT,Groups,A,Non Refund,0,2016-01-22
0,23,PRT,Online TA,A,No Deposit,1,2017-05-06
1,301,PRT,Offline TA/TO,A,Non Refund,0,2016-03-15
0,53,PRT,Offline TA/TO,A,No Deposit,0,2015-07-22
1,67,IRL,Online TA,A,No Deposit,0,2016-06-21
0,90,PRT,Online TA,A,No Deposit,0,2017-03-20
0,55,GBR,Offline TA/TO,A,No Deposit,1,2015-10-06
0,74,AUT,Online TA,G,No Deposit,0,2017-04-14
0,152,GBR,Offline TA/TO,D,No Deposit,0,2017-06-25
0,248,BRA,Online TA,A,No Deposit,1,2017-05-08
0,154,ESP,Online TA,A,No Deposit,0,2016-08-26
1,22,PRT,Online TA,A,No Deposit,1,2016-03-15
1,26,PRT,Online TA,A,No Deposit,0,2016-03-15
1,38,NLD,Online TA,A,No Deposit,0,2017-02-23
0,76,NLD,Online TA,D,No Deposit,1,2016-06-30
1,341,PRT,Groups,A,Non Refund,0,2015-07-02
0,186,IRL,Online TA,A,No Deposit,1,2016-05-16
0,2,PRT,Online TA,A,No Deposit,1,2016-11-27
0,12,USA,Direct,A,No Deposit,1,2015-09-28
0,2,PRT,Online TA,A,No Deposit,1,2016-01-14
0,96,ESP,Online TA,D,No Deposit,1,2017-08-18
0,137,GBR,Online TA,G,No Deposit,1,2017-06-14
0,159,GBR,Direct,A,No Deposit,0,2016-10-20
0,11,GBR,Online TA,C,No Deposit,2,2017-02-19
0,42,DEU,Offline TA/TO,A,No Deposit,0,2016-11-06
1,263,PRT,Offline TA/TO,A,Non Refund,0,2016-03-09
1,267,PRT,Offline TA/TO,A,Non Refund,0,2016-02-09
0,9,PRT,Corporate,D,No Deposit,0,2016-12-22
1,19,PRT,Offline TA/TO,A,Non Refund,0,2016-08-31
0,13,IRL,Online TA,D,No Deposit,1,2017-05-28
1,105,BRA,Online TA,A,No Deposit,0,2017-03-16
0,36,JPN,Online TA,A,No Deposit,1,2016-02-01
1,71,FRA,Online TA,A,No Deposit,1,2016-12-04
1,136,PRT,Groups,A,No Deposit,0,2015-05-29
1,50,GBR,Online TA,D,No Deposit,2,2016-08-19
0,10,ESP,Online TA,A,No Deposit,0,2016-05-17
0,43,FRA,Online TA,A,No Deposit,1,2016-11-14
0,20,DEU,Groups,D,No Deposit,0,2015-12-04
1,342,BRA,Online TA,A,No Deposit,0,2016-10-22
0,8,ESP,Groups,A,No Deposit,0,2015-11-02
0,16,GBR,Direct,D,No Deposit,1,2017-06-22
1,34,SAU,Online TA,A,No Deposit,0,2016-04-29
1,34,GBR,Online TA,D,No Deposit,0,2017-02-21
1,251,CHE,Online TA,B,No Deposit,2,2016-10-13
0,86,ESP,Online TA,F,No Deposit,1,2017-05-30
0,70,ROU,Direct,E,No Deposit,1,2015-07-07
0,199,DEU,Groups,A,No Deposit,0,2016-05-04
0,97,PRT,Groups,E,No Deposit,0,2015-10-09
0,1,GBR,Offline TA/TO,E,No Deposit,2,2016-04-29
1,0,DEU,Online TA,A,No Deposit,0,2017-01-06
0,70,DEU,Online TA,A,No Deposit,0,2015-10-10
0,97,DEU,Online TA,A,No Deposit,1,2017-07-08
0,2,PRT,Direct,G,No Deposit,1,2015-07-06
0,44,FRA,Online TA,A,No Deposit,1,2016-03-15
1,60,DEU,Direct,E,No Deposit,0,2016-12-05
1,337,PRT,Groups,A,Non Refund,0,2015-10-21
0,22,PRT,Online TA,A,No Deposit,0,2015-09-21
1,37,OTHER,Online TA,D,No Deposit,0,2016-03-23
0,71,FRA,Online TA,A,No Deposit,1,2017-08-17
1,323,PRT,Groups,A,Non Refund,0,2015-07-02
0,117,SWE,Online TA,D,No Deposit,2,2016-07-20
1,201,DEU,Online TA,A,No Deposit,1,2016-10-04
1,292,PRT,Groups,A,No Deposit,0,2017-05-05
0,22,FRA,Online TA,D,No Deposit,1,2017-01-01
1,217,CHE,Online TA,H,No Deposit,0,2017-05-06
0,31,GBR,Online TA,A,No Deposit,1,2016-11-29
0,149,CHE,Online TA,D,No Deposit,1,2017-05-06
1,182,FRA,Direct,A,No Deposit,0,2016-05-09
0,121,IRL,Direct,C,No Deposit,0,2016-07-29
0,77,FRA,Online TA,D,No Deposit,1,2016-09-18
0,0,PRT,Corporate,D,No Deposit,0,2016-02-19
0,15,BRA,Offline TA/TO,A,No Deposit,0,2016-12-28
0,5,PRT,Corporate,A,No Deposit,1,2017-01-13
0,33,PRT,Online TA,E,No Deposit,0,2016-05-07
1,35,PRT,Groups,A,No Deposit,0,2016-11-25
0,1,ESP,Online TA,E,No Deposit,0,2015-08-24
1,72,PRT,Groups,D,No Deposit,0,2016-01-19
1,135,PRT,Groups,A,No Deposit,0,2015-10-06
1,344,PRT,Groups,A,Non Refund,0,2015-09-09
1,56,ESP,Online TA,D,No Deposit,2,2017-07-17
0,27,CZE,Direct,C,No Deposit,0,2016-09-30
0,125,USA,Direct,E,No Deposit,2,2017-08-13
1,30,ESP,Online TA,F,No Deposit,1,2015-12-29
0,66,ESP,Offline TA/TO,D,No Deposit,1,2016-12-04
0,59,AUT,Groups,B,No Deposit,0,2016-02-10
1,121,DEU,Online TA,A,No Deposit,0,2017-04-24
1,76,CHE,Online TA,A,No Deposit,1,2016-10-02
0,51,PRT,Online TA,D,No Deposit,1,2017-04-03
0,150,SWE,Online TA,D,No Deposit,1,2017-04-17
0,159,FRA,Offline TA/TO,D,No Deposit,1,2016-04-11
0,3,PRT,Online TA,A,No Deposit,2,2015-11-01
1,183,PRT,Groups,A,Non Refund,0,2016-10-26
0,41,PRT,Groups,A,No Deposit,0,2015-08-14
1,286,PRT,Groups,A,No Deposit,0,2016-01-22
0,188,DEU,Offline TA/TO,A,No Deposit,1,2017-07-05
1,275,PRT,Offline TA/TO,A,Non Refund,0,2015-11-11
0,5,ESP,Offline TA/TO,E,No Deposit,1,2016-12-10
0,36,PRT,Offline TA/TO,B,No Deposit,0,2015-10-16
0,374,DEU,Groups,A,No Deposit,1,2017-07-15
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
0,202,PRT,Corporate,A,No Deposit,1,2016-11-10
0,166,GBR,Offline TA/TO,E,No Deposit,0,2016-03-26
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,11,RUS,Online TA,A,No Deposit,2,2017-02-15
0,2,PRT,Corporate,A,No Deposit,1,2017-06-02
0,18,PRT,Groups,D,No Deposit,1,2017-05-24
1,206,ESP,Online TA,A,No Deposit,2,2016-10-23
0,35,BEL,Online TA,A,No Deposit,2,2017-06-17
0,60,NLD,Online TA,A,No Deposit,1,2017-06-07
0,10,ESP,Online TA,F,No Deposit,2,2016-02-29
0,102,IRL,Groups,A,No Deposit,0,2017-04-28
0,118,IRL,Groups,A,No Deposit,0,2017-05-17
0,0,PRT,Online TA,D,No Deposit,1,2016-01-16
0,15,PRT,Online TA,E,No Deposit,2,2015-09-17
1,4,POL,Online TA,D,No Deposit,0,2016-06-07
0,265,LTU,Offline TA/TO,I,No Deposit,0,2016-09-02
0,0,PRT,Offline TA/TO,D,No Deposit,0,2016-02-16
0,330,IRL,Online TA,F,No Deposit,2,2017-08-23
0,236,GBR,Groups,C,No Deposit,0,2016-05-15
0,7,ESP,Direct,B,No Deposit,0,2015-08-24
0,53,GBR,Online TA,A,No Deposit,0,2017-07-13
0,1,ESP,Online TA,D,No Deposit,1,2017-01-04
0,0,FRA,Offline TA/TO,D,No Deposit,1,2015-10-22
1,162,PRT,Groups,A,Non Refund,0,2017-03-21
0,24,JPN,Online TA,F,No Deposit,1,2016-12-25
0,169,NOR,Online TA,D,No Deposit,0,2017-07-08
1,38,PRT,Corporate,A,Non Refund,0,2016-12-07
0,40,PRT,Groups,A,No Deposit,0,2017-01-19
1,26,PRT,Offline TA/TO,A,No Deposit,0,2016-12-28
0,116,ESP,Online TA,A,No Deposit,2,2017-04-16
1,283,PRT,Groups,A,Non Refund,0,2015-07-02
1,69,PRT,Corporate,A,Non Refund,0,2017-01-27
0,258,GBR,Offline TA/TO,D,No Deposit,1,2017-07-05
0,104,GBR,Offline TA/TO,D,No Deposit,0,2015-09-24
0,115,DEU,Offline TA/TO,A,No Deposit,1,2017-04-16
0,8,PRT,Online TA,A,No Deposit,1,2016-09-14
0,322,PRT,Direct,A,No Deposit,1,2017-08-11
0,103,PRT,Online TA,A,No Deposit,1,2016-07-19
0,105,GBR,Groups,A,No Deposit,0,2016-10-24
1,48,GBR,Online TA,E,No Deposit,2,2016-09-27
0,105,FRA,Offline TA/TO,D,No Deposit,0,2017-01-07
0,213,FRA,Online TA,G,No Deposit,1,2016-10-29
0,0,FRA,Direct,A,No Deposit,0,2017-07-04
0,4,PRT,Online TA,D,No Deposit,2,2016-03-03
1,42,PRT,Offline TA/TO,A,No Deposit,0,2016-02-02
0,46,FRA,Online TA,E,No Deposit,2,2017-06-30
0,128,FRA,Online TA,D,No Deposit,2,2015-08-10
0,152,PRT,Offline TA/TO,E,No Deposit,0,2016-08-06
0,0,IRL,Direct,A,No Deposit,0,2017-02-06
1,273,PRT,Offline TA/TO,A,Non Refund,0,2015-12-18
1,15,CN,Online TA,A,No Deposit,0,2017-04-24
1,342,PRT,Groups,A,Non Refund,0,2015-08-21
0,205,GBR,Online TA,A,No Deposit,1,2016-07-31
1,245,PRT,Offline TA/TO,A,Non Refund,0,2016-02-09
0,72,ISR,Groups,D,No Deposit,0,2015-10-31
0,64,GBR,Online TA,A,No Deposit,1,2016-09-08
1,232,PRT,Online TA,E,No Deposit,0,2016-06-13
0,78,GBR,Online TA,A,No Deposit,2,2016-05-18
1,124,GBR,Online TA,D,No Deposit,0,2016-07-06
0,261,GBR,Offline TA/TO,A,No Deposit,1,2017-05-07
0,23,BGR,Online TA,A,No Deposit,1,2017-08-28
0,47,PRT,Online TA,I,No Deposit,1,2017-07-06
0,0,PRT,Corporate,A,No Deposit,0,2017-01-29
1,79,PRT,Online TA,A,No Deposit,0,2016-03-22
0,9,DEU,Online TA,A,No Deposit,1,2017-02-13
1,80,AUT,Online TA,A,No Deposit,0,2016-02-24
1,140,PRT,Offline TA/TO,A,Non Refund,0,2015-10-19
1,119,PRT,Online TA,E,No Deposit,2,2016-01-18
1,99,FRA,Online TA,D,No Deposit,0,2017-01-11
0,320,BEL,Online TA,A,No Deposit,2,2017-08-14
0,2,GBR,Direct,A,No Deposit,1,2017-08-07
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
1,233,PRT,Offline TA/TO,A,Non Refund,0,2015-07-08
0,10,PRT,Online TA,D,No Deposit,2,2015-08-20
1,353,PRT,Groups,A,Non Refund,0,2015-01-01
0,77,NLD,Online TA,D,No Deposit,1,2017-03-29
0,100,GBR,Offline TA/TO,A,No Deposit,0,2016-04-22
1,8,SAU,Online TA,A,No Deposit,0,2016-01-10
0,98,AUT,Online TA,A,No Deposit,2,2017-05-18
1,239,PRT,Offline TA/TO,A,No Deposit,2,2015-07-30
0,164,PRT,Offline TA/TO,A,No Deposit,0,2015-10-04
0,109,FRA,Direct,D,No Deposit,0,2016-04-25
0,159,SWE,Groups,D,No Deposit,0,2016-10-20
1,304,PRT,Offline TA/TO,A,Non Refund,0,2016-02-01
0,123,GBR,Offline TA/TO,D,No Deposit,0,2017-06-05
0,27,PRT,Direct,A,No Deposit,0,2016-09-21
0,215,EST,Groups,A,No Deposit,0,2016-11-23
0,34,BRA,Online TA,F,No Deposit,1,2015-09-04
1,143,FRA,Online TA,D,No Deposit,1,2016-03-08
1,305,PRT,Groups,A,Non Refund,0,2015-12-18
0,141,NLD,Online TA,A,No Deposit,1,2016-07-03
0,123,CN,Offline TA/TO,D,No Deposit,2,2016-08-08
0,10,ESP,Online TA,D,No Deposit,1,2016-04-10
0,86,FRA,Online TA,A,No Deposit,1,2016-04-04
0,35,GBR,Online TA,A,No Deposit,1,2016-03-08
0,57,BEL,Online TA,A,No Deposit,1,2017-04-04
0,236,PRT,Direct,C,No Deposit,2,2017-09-02
0,13,BEL,Online TA,E,No Deposit,1,2016-07-11
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,116,GBR,Groups,D,Non Refund,0,2016-01-14
0,55,CHE,Offline TA/TO,F,No Deposit,0,2016-05-18
1,257,PRT,Online TA,G,No Deposit,1,2015-09-22
0,18,USA,Direct,A,No Deposit,2,2017-07-03
0,180,IRL,Offline TA/TO,D,No Deposit,1,2016-08-06
0,20,FRA,Online TA,E,No Deposit,1,2015-11-26
1,108,PRT,Offline TA/TO,A,Non Refund,0,2015-12-29
1,118,PRT,Groups,A,No Deposit,0,2016-04-13
1,18,PRT,Direct,A,No Deposit,0,2016-03-31
0,45,SWE,Online TA,D,No Deposit,0,2017-04-08
1,367,PRT,Groups,A,Non Refund,0,2015-01-01
0,6,NLD,Online TA,D,No Deposit,2,2015-11-04
1,47,PRT,Groups,A,No Deposit,0,2016-11-21
0,40,FRA,Online TA,A,No Deposit,0,2016-11-20
0,0,NLD,Direct,E,No Deposit,0,2017-05-08
1,15,PRT,Offline TA/TO,A,Non Refund,0,2017-02-02
0,8,FRA,Online TA,A,No Deposit,0,2017-03-31
1,105,PRT,Online TA,D,No Deposit,1,2017-02-06
1,72,FRA,Online TA,E,No Deposit,0,2016-05-22
1,186,GBR,Online TA,D,No Deposit,0,2016-06-09
0,316,PRT,Groups,A,No Deposit,0,2016-05-29
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-06
0,225,GBR,Groups,I,Non Refund,0,2016-05-31
0,67,ESP,Online TA,A,No Deposit,2,2016-07-29
0,10,ESP,Online TA,A,No Deposit,2,2016-11-28
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,82,BRA,Online TA,A,No Deposit,0,2015-11-22
0,140,FRA,Online TA,D,No Deposit,0,2016-08-07
0,23,GBR,Groups,A,No Deposit,0,2017-04-22
0,38,ITA,Online TA,D,No Deposit,1,2016-10-07
0,1,USA,Direct,A,No Deposit,1,2016-01-23
0,3,PRT,Online TA,E,No Deposit,1,2017-02-06
1,61,PRT,Groups,A,Non Refund,0,2016-11-25
1,62,PRT,Direct,C,No Deposit,0,2016-05-04
1,319,ESP,Online TA,A,No Deposit,1,2017-03-08
1,36,PRT,Groups,A,No Deposit,0,2015-07-31
0,11,USA,Online TA,A,No Deposit,1,2016-09-28
0,0,ISR,Online TA,A,No Deposit,0,2015-09-22
0,39,PRT,Groups,A,No Deposit,0,2015-08-12
0,132,PRT,Groups,D,No Deposit,0,2015-07-24
0,0,USA,Online TA,A,No Deposit,0,2016-06-08
1,146,GBR,Online TA,E,No Deposit,1,2017-03-04
0,7,PRT,Direct,D,No Deposit,1,2017-02-15
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
1,267,AUT,Online TA,A,No Deposit,0,2016-08-18
0,1,POL,Online TA,A,No Deposit,1,2016-07-08
1,273,PRT,Offline TA/TO,A,No Deposit,0,2015-07-06
1,100,PRT,Groups,A,No Deposit,0,2015-10-19
0,322,GBR,Offline TA/TO,A,No Deposit,0,2017-06-30
0,314,GBR,Offline TA/TO,A,No Deposit,0,2017-06-01
0,4,PRT,Online TA,D,No Deposit,1,2016-12-17
0,175,PRT,Direct,A,No Deposit,1,2016-08-27
0,9,PRT,Offline TA/TO,D,No Deposit,0,2016-02-14
1,51,GBR,Online TA,A,No Deposit,0,2016-05-11
0,136,PRT,Online TA,D,No Deposit,2,2017-07-17
0,157,ITA,Online TA,D,No Deposit,1,2017-07-22
0,0,LUX,Online TA,A,No Deposit,0,2017-03-17
1,327,PRT,Groups,A,Non Refund,0,2015-07-02
0,30,DEU,Online TA,D,No Deposit,1,2017-06-23
0,184,CHE,Offline TA/TO,D,No Deposit,0,2017-07-24
0,184,FRA,Online TA,A,No Deposit,2,2016-08-05
0,81,NLD,Online TA,E,No Deposit,1,2016-04-01
0,37,DEU,Online TA,D,No Deposit,2,2016-03-06
1,8,ESP,Online TA,A,No Deposit,0,2015-12-28
0,31,PRT,Direct,G,No Deposit,2,2017-08-09
0,19,PRT,Online TA,E,No Deposit,1,2017-05-26
0,6,BRA,Offline TA/TO,D,No Deposit,1,2017-01-02
0,89,CN,Online TA,A,No Deposit,1,2016-09-02
1,20,NZL,Online TA,A,No Deposit,2,2017-04-01
0,1,PRT,Corporate,E,No Deposit,0,2016-05-27
0,20,ESP,Direct,F,No Deposit,0,2016-08-29
0,8,PRT,Corporate,A,No Deposit,1,2016-10-07
0,137,IRL,Offline TA/TO,C,No Deposit,1,2017-04-21
0,4,PRT,Corporate,A,No Deposit,0,2016-06-22
0,196,USA,Offline TA/TO,A,No Deposit,1,2016-05-16
1,25,PRT,Direct,A,No Deposit,2,2016-07-04
0,24,GBR,Online TA,D,No Deposit,0,2017-02-22
1,334,PRT,Groups,A,Non Refund,0,2015-07-02
0,2,PRT,Online TA,A,No Deposit,0,2017-03-12
1,25,FRA,Online TA,A,No Deposit,1,2017-05-20
1,118,BEL,Online TA,D,No Deposit,1,2017-01-04
1,348,CZE,Online TA,A,No Deposit,2,2017-05-22
0,41,FRA,Direct,D,No Deposit,0,2016-01-02
0,90,PRT,Offline TA/TO,A,No Deposit,2,2015-07-19
0,200,IRL,Direct,G,No Deposit,0,2017-04-25
1,99,PRT,Corporate,A,No Deposit,0,2015-12-22
0,0,PRT,Direct,A,No Deposit,0,2016-08-21
0,48,CN,Online TA,D,No Deposit,2,2015-07-29
1,145,PRT,Offline TA/TO,A,No Deposit,1,2016-01-05
0,9,FRA,Offline TA/TO,A,No Deposit,0,2016-02-08
0,54,BEL,Online TA,A,No Deposit,2,2017-05-07
0,4,PRT,Corporate,A,No Deposit,0,2016-05-24
1,87,PRT,Online TA,E,No Deposit,0,2017-06-04
1,74,PRT,Online TA,D,No Deposit,0,2015-06-29
0,83,DEU,Offline TA/TO,A,No Deposit,0,2016-05-06
1,18,CHE,Online TA,A,No Deposit,0,2017-01-27
0,41,USA,Online TA,A,No Deposit,0,2015-09-23
1,226,PRT,Offline TA/TO,A,Non Refund,0,2017-04-21
1,32,PRT,Online TA,D,No Deposit,0,2017-04-25
0,191,PRT,Offline TA/TO,A,No Deposit,0,2016-04-25
0,1,PRT,Online TA,A,No Deposit,1,2017-01-27
0,6,PRT,Corporate,C,No Deposit,1,2016-07-14
0,131,DEU,Groups,E,No Deposit,1,2017-04-23
1,12,ESP,Online TA,K,No Deposit,2,2017-01-02
1,201,PRT,Online TA,A,No Deposit,1,2016-01-28
1,28,PRT,Offline TA/TO,D,No Deposit,0,2015-08-07
1,273,PRT,Offline TA/TO,A,Non Refund,0,2015-12-18
0,1,PRT,Online TA,A,No Deposit,0,2016-08-21
0,8,CHE,Online TA,A,No Deposit,2,2015-08-04
1,14,GBR,Online TA,A,No Deposit,0,2017-02-10
1,20,PRT,Direct,C,No Deposit,0,2016-10-19
0,76,GBR,Corporate,A,No Deposit,0,2016-05-19
1,247,PRT,Online TA,E,No Deposit,1,2016-02-16
0,17,PRT,Corporate,D,No Deposit,0,2017-02-07
0,20,PRT,Corporate,A,No Deposit,0,2016-01-11
0,91,FRA,Online TA,A,No Deposit,1,2016-05-26
0,7,PRT,Online TA,D,No Deposit,1,2016-01-03
0,1,PRT,Direct,E,No Deposit,2,2016-02-07
1,56,PRT,Offline TA/TO,A,No Deposit,0,2016-06-02
0,47,POL,Online TA,F,No Deposit,2,2016-04-18
0,15,PRT,Corporate,A,No Deposit,0,2017-04-07
0,114,NLD,Online TA,A,No Deposit,2,2015-07-30
0,22,JPN,Online TA,D,No Deposit,1,2017-06-09
1,71,TUR,Online TA,A,No Deposit,0,2016-05-05
0,170,POL,Online TA,F,No Deposit,1,2017-07-03
1,54,PRT,Groups,A,Non Refund,0,2017-02-13
0,0,MEX,Online TA,D,No Deposit,1,2016-12-27
0,9,FRA,Online TA,A,No Deposit,2,2016-08-17
0,161,AUS,Online TA,A,No Deposit,1,2016-05-03
1,101,PRT,Groups,A,Non Refund,0,2016-04-12
1,260,PRT,Groups,A,Non Refund,0,2015-06-16
0,2,PRT,Online TA,D,No Deposit,0,2016-07-10
0,142,PRT,Online TA,D,No Deposit,1,2016-07-05
0,258,FRA,Groups,C,No Deposit,1,2015-09-19
0,0,PRT,Direct,E,No Deposit,0,2017-01-09
0,86,FRA,Online TA,D,No Deposit,1,2016-10-30
0,22,FRA,Online TA,D,No Deposit,1,2017-05-03
0,38,PRT,Offline TA/TO,A,No Deposit,0,2016-10-16
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,1,PRT,Corporate,E,No Deposit,0,2016-05-12
1,10,PRT,Online TA,A,No Deposit,0,2017-07-29
0,43,RUS,Direct,E,No Deposit,1,2015-10-28
0,142,FRA,Online TA,A,No Deposit,0,2017-05-28
0,12,ITA,Aviation,D,No Deposit,0,2017-07-14
0,1,PRT,Direct,A,No Deposit,0,2016-12-18
1,54,MEX,Online TA,A,No Deposit,0,2016-02-04
0,374,GBR,Groups,A,No Deposit,0,2016-10-09
1,16,DNK,Online TA,A,No Deposit,0,2017-03-30
0,106,FRA,Online TA,A,No Deposit,1,2016-12-29
1,38,PRT,Corporate,A,Non Refund,0,2016-12-07
0,1,PRT,Corporate,D,No Deposit,0,2016-04-14
0,20,ARG,Online TA,A,No Deposit,0,2017-01-26
0,158,PRT,Online TA,E,No Deposit,2,2017-06-23
0,18,PRT,Offline TA/TO,A,No Deposit,0,2015-10-14
1,26,PRT,Online TA,A,No Deposit,1,2015-08-25
0,1,PRT,Online TA,A,No Deposit,1,2016-06-15
0,3,JPN,Groups,D,No Deposit,0,2015-09-30
0,61,CN,Direct,A,No Deposit,0,2017-04-03
1,265,PRT,Groups,A,No Deposit,0,2014-10-17
0,3,GBR,Groups,F,No Deposit,0,2015-10-19
0,55,FRA,Offline TA/TO,C,No Deposit,0,2015-10-03
1,126,PRT,Online TA,D,No Deposit,1,2017-04-06
0,16,ITA,Online TA,D,No Deposit,1,2016-08-01
0,52,FRA,Offline TA/TO,A,No Deposit,0,2017-04-03
0,73,DEU,Offline TA/TO,A,No Deposit,0,2016-10-29
0,39,FRA,Online TA,A,No Deposit,0,2017-08-06
1,61,ITA,Direct,A,No Deposit,0,2016-03-19
0,1,PRT,Online TA,E,No Deposit,1,2017-04-07
1,170,ITA,Online TA,D,No Deposit,1,2016-04-19
0,283,GBR,Groups,A,No Deposit,0,2015-10-19
1,64,IRL,Online TA,D,No Deposit,0,2017-01-19
0,118,DNK,Online TA,A,No Deposit,1,2016-07-08
0,1,PRT,Corporate,D,No Deposit,0,2015-12-04
1,59,PRT,Groups,A,Non Refund,0,2016-11-25
0,14,GBR,Offline TA/TO,D,No Deposit,2,2017-08-31
1,301,PRT,Offline TA/TO,A,No Deposit,0,2016-07-26
1,121,CHE,Online TA,A,No Deposit,0,2017-01-11
1,256,ITA,Online TA,A,No Deposit,0,2016-08-24
1,61,PRT,Groups,A,Non Refund,0,2016-11-25
0,26,IRL,Offline TA/TO,B,No Deposit,0,2015-10-22
1,143,ITA,Online TA,E,No Deposit,0,2017-06-13
0,2,PRT,Groups,A,No Deposit,1,2017-08-25
0,224,BRA,Online TA,D,No Deposit,0,2017-07-06
0,222,FRA,Online TA,A,No Deposit,2,2017-07-08
1,113,FRA,Online TA,A,No Deposit,0,2016-05-04
0,102,SWE,Online TA,A,No Deposit,0,2015-08-05
0,2,PRT,Offline TA/TO,A,No Deposit,0,2016-02-28
1,53,PRT,Groups,A,Non Refund,0,2016-08-30
1,71,PRT,Offline TA/TO,A,No Deposit,0,2015-07-21
0,21,PRT,Online TA,A,No Deposit,1,2016-06-28
1,192,PRT,Online TA,A,No Deposit,0,2016-07-20
1,117,KOR,Online TA,A,No Deposit,2,2017-01-28
0,211,GBR,Online TA,D,No Deposit,1,2017-04-13
0,1,PRT,Groups,A,No Deposit,0,2015-09-08
0,192,SRB,Offline TA/TO,D,No Deposit,0,2016-06-26
0,99,PRT,Online TA,A,No Deposit,2,2016-09-03
0,78,CHE,Online TA,D,No Deposit,1,2017-07-15
0,7,BEL,Online TA,D,No Deposit,1,2017-05-22
1,92,PRT,Groups,A,Non Refund,0,2015-08-21
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,147,USA,Offline TA/TO,A,No Deposit,0,2017-06-19
0,138,ITA,Offline TA/TO,A,No Deposit,0,2015-08-25
0,55,PRT,Direct,E,No Deposit,2,2017-01-01
0,31,ISR,Online TA,A,No Deposit,0,2017-06-28
0,374,DEU,Groups,A,No Deposit,1,2017-07-15
1,180,PRT,Offline TA/TO,A,Non Refund,0,2015-08-31
0,16,PRT,Corporate,D,No Deposit,0,2017-03-23
0,96,NLD,Direct,A,No Deposit,0,2017-04-09
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
0,19,FRA,Online TA,D,No Deposit,1,2017-07-31
0,1,PRT,Online TA,E,No Deposit,1,2016-03-31
0,24,PRT,Offline TA/TO,A,No Deposit,1,2015-07-31
1,287,DEU,Online TA,A,No Deposit,2,2016-02-14
1,15,GBR,Online TA,A,No Deposit,0,2016-04-04
0,4,PRT,Corporate,C,No Deposit,1,2017-04-21
0,102,FRA,Online TA,F,No Deposit,2,2016-05-08
1,143,PRT,Groups,A,Non Refund,0,2016-12-12
0,34,CHN,Online TA,A,No Deposit,1,2016-09-11
0,21,BRA,Online TA,A,No Deposit,1,2016-02-18
1,0,PRT,Corporate,A,No Deposit,0,2016-03-23
0,96,GBR,Complementary,A,No Deposit,1,2016-08-05
0,374,GBR,Groups,A,No Deposit,2,2017-06-20
1,259,GBR,Groups,A,Non Refund,0,2015-01-21
0,31,GBR,Online TA,D,No Deposit,1,2017-08-31
0,7,PRT,Corporate,E,No Deposit,1,2016-09-22
0,2,PRT,Corporate,A,No Deposit,0,2015-11-19
0,1,FRA,Offline TA/TO,A,No Deposit,0,2017-05-25
