hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,0,2017,July,29,17,1.0,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,183.0,0,1,Check-Out,7/18/2017
Resort Hotel,0,2,2016,October,45,31,1.0,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,62.5,0,0,Check-Out,11/2/2016
Resort Hotel,0,1,2015,December,52,22,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,14.0,0,Transient,46.0,0,0,Check-Out,12/23/2015
City Hotel,0,0,2015,August,35,28,0.0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,106.0,0,1,Check-Out,8/30/2015
Resort Hotel,1,305,2017,June,25,24,2.0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,80.1,0,2,Canceled,3/16/2017
City Hotel,1,374,2015,December,49,5,2.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,7/23/2015
City Hotel,0,9,2015,December,52,23,0.0,4,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,0,Transient,195.75,0,1,Check-Out,12/27/2015
City Hotel,0,292,2016,July,30,21,0.0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,115.0,0,0,Check-Out,7/23/2016
City Hotel,0,149,2017,July,30,23,2.0,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,7/27/2017
City Hotel,0,72,2017,June,25,18,2.0,0,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,140.0,0,1,Check-Out,6/20/2017
Resort Hotel,0,50,2017,July,27,6,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,I,0,No Deposit,240.0,0,Transient,195.75,0,1,Check-Out,7/7/2017
City Hotel,0,98,2015,November,48,23,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,70.0,0,0,Check-Out,11/26/2015
City Hotel,0,1,2015,September,37,9,0.0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient-Party,90.0,0,0,Check-Out,9/11/2015
City Hotel,1,49,2016,December,50,8,0.0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,2,Canceled,11/21/2016
Resort Hotel,0,64,2016,April,18,27,0.0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,366.5,0,Transient-Party,94.5,0,0,Check-Out,4/30/2016
City Hotel,1,156,2017,April,17,26,0.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,100.0,0,0,Canceled,11/21/2016
Resort Hotel,1,302,2017,May,19,9,0.0,4,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,81.0,0,0,Canceled,8/25/2016
Resort Hotel,0,49,2016,March,12,15,0.0,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,38.0,0,0,Check-Out,3/20/2016
City Hotel,1,333,2016,September,39,20,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,0,Transient,90.0,0,0,Canceled,11/11/2015
City Hotel,0,0,2016,December,49,2,0.0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,12/4/2016
Resort Hotel,0,150,2017,February,9,28,0.0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,49.4,0,1,Check-Out,3/4/2017
Resort Hotel,0,34,2016,September,36,1,1.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,174.0,0,2,Check-Out,9/5/2016
Resort Hotel,1,14,2016,July,31,30,2.0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,181.0,0,Transient,195.75,0,0,Canceled,7/18/2016
City Hotel,0,1,2016,April,16,16,2.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,116.0,0,1,Check-Out,4/20/2016
Resort Hotel,0,4,2017,February,8,21,0.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,261.0,0,Transient,30.0,0,1,Check-Out,2/22/2017
City Hotel,1,47,2017,July,31,30,2.0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0,Transient,164.0,0,2,Canceled,7/14/2017
City Hotel,0,214,2017,May,21,25,0.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.9,0,1,Check-Out,5/28/2017
City Hotel,0,32,2017,June,23,5,1.0,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,195.75,0,1,Check-Out,6/11/2017
Resort Hotel,0,66,2016,November,48,24,1.0,3,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,29.0,0,0,Check-Out,11/28/2016
City Hotel,1,281,2017,August,33,15,0.0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,0,Transient,90.0,0,0,Canceled,8/4/2017
City Hotel,1,43,2017,April,17,27,0.0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,174.0,0,1,No-Show,4/27/2017
Resort Hotel,0,0,2017,April,18,30,1.0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,5/1/2017
City Hotel,0,282,2015,October,41,10,2.0,1,2,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,0,Transient-Party,76.67,0,0,Check-Out,10/13/2015
City Hotel,0,63,2016,July,30,23,0.0,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,2,Check-Out,7/24/2016
Resort Hotel,0,11,2017,January,5,30,1.0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,43.0,0,0,Check-Out,2/2/2017
Resort Hotel,0,88,2015,September,38,16,1.0,4,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,93.17,0,1,Check-Out,9/21/2015
City Hotel,1,29,2016,February,8,20,2.0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,73.42,0,0,No-Show,2/20/2016
Resort Hotel,0,0,2017,March,13,30,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient-Party,70.0,0,1,Check-Out,3/31/2017
Resort Hotel,0,206,2017,August,33,13,2.0,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0,Transient,177.5,0,1,Check-Out,8/20/2017
City Hotel,1,70,2016,August,36,31,0.0,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,121.5,0,0,Canceled,6/28/2016
Resort Hotel,0,41,2015,September,36,1,0.0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,65.5,0,0,Check-Out,9/3/2015
City Hotel,0,38,2016,August,35,22,3.0,6,2,0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,94.5,0,0,Check-Out,8/31/2016
Resort Hotel,0,145,2016,May,20,9,3.0,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,54.2,0,2,Check-Out,5/19/2016
City Hotel,0,87,2016,March,12,14,1.0,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,63.75,0,2,Check-Out,3/19/2016
Resort Hotel,0,40,2017,January,3,16,1.0,2,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,E,0,No Deposit,14.0,0,Transient-Party,55.0,0,0,Check-Out,1/19/2017
City Hotel,0,74,2016,September,39,20,0.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,124.04,0,1,Check-Out,9/23/2016
City Hotel,1,1,2017,June,23,8,0.0,1,2,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,144.0,0,0,Canceled,6/7/2017
Resort Hotel,0,157,2017,July,27,3,2.0,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0,Transient,121.93,0,0,Check-Out,7/10/2017
Resort Hotel,0,35,2016,September,38,17,2.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,106.33,0,1,Check-Out,9/20/2016
City Hotel,1,99,2016,February,8,19,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,80.0,0,0,Canceled,12/22/2015
Resort Hotel,0,231,2016,August,35,27,4.0,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,93.93,0,0,Check-Out,9/10/2016
City Hotel,0,132,2015,July,30,23,0.0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,65.0,0,0,Check-Out,7/24/2015
Resort Hotel,0,191,2016,September,39,22,2.0,5,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315.0,0,Transient,94.5,0,1,Check-Out,9/29/2016
City Hotel,1,34,2015,December,50,8,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,11/17/2015
Resort Hotel,0,153,2017,January,1,2,1.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,55.8,0,2,Check-Out,1/6/2017
City Hotel,0,6,2017,February,8,20,1.0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,66.64,0,1,Check-Out,2/25/2017
Resort Hotel,0,146,2017,March,11,16,4.0,6,2,0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,366.5,0,Transient-Party,63.0,0,0,Check-Out,4/1/2017
Resort Hotel,0,2,2015,December,52,24,1.0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,121.0,0,0,Check-Out,12/28/2015
City Hotel,0,46,2017,June,25,24,1.0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,6/26/2017
Resort Hotel,0,0,2015,October,44,28,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,40.0,0,0,Check-Out,10/29/2015
Resort Hotel,1,178,2016,October,44,28,2.0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,94.5,0,0,Canceled,7/22/2016
Resort Hotel,1,23,2017,January,1,3,0.0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,88.0,0,0,Canceled,12/11/2016
City Hotel,0,136,2016,July,28,6,0.0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,0,Transient,130.5,0,0,Check-Out,7/7/2016
City Hotel,1,112,2017,April,14,4,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,95.0,0,0,Canceled,1/20/2017
City Hotel,0,2,2016,October,41,4,0.0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0,Transient,175.56,0,1,Check-Out,10/8/2016
City Hotel,0,71,2015,September,37,9,0.0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient-Party,90.0,0,0,Check-Out,9/11/2015
City Hotel,1,52,2016,March,10,5,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,78.3,0,0,Canceled,1/16/2016
City Hotel,1,281,2015,July,30,25,2.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,7/6/2015
City Hotel,1,287,2016,September,40,29,1.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,100.3,0,0,Canceled,2/14/2016
Resort Hotel,1,259,2015,September,38,17,0.0,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,33.3,0,0,Canceled,1/21/2015
Resort Hotel,0,5,2016,October,44,24,1.0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,39.0,0,0,Check-Out,10/25/2016
Resort Hotel,0,120,2017,May,20,17,1.0,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,366.5,0,Transient,56.0,0,0,Check-Out,5/22/2017
City Hotel,1,131,2016,October,42,10,1.0,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Canceled,10/7/2016
Resort Hotel,0,6,2017,April,16,19,0.0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,121.0,0,0,Check-Out,4/23/2017
City Hotel,0,17,2017,February,8,24,0.0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,97.0,0,2,Check-Out,2/25/2017
City Hotel,0,91,2016,March,10,4,1.0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,40.67,0,0,Check-Out,3/7/2016
City Hotel,0,197,2016,December,52,21,1.0,4,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,113.4,0,0,Check-Out,12/26/2016
Resort Hotel,0,283,2015,October,42,12,2.0,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,0,Transient-Party,41.98,0,0,Check-Out,10/19/2015
City Hotel,1,279,2016,October,42,12,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,0,Transient,110.0,0,0,Canceled,5/5/2016
City Hotel,1,185,2017,July,28,13,0.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,156.6,0,0,Canceled,1/9/2017
City Hotel,1,134,2015,December,49,4,2.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,65.0,0,0,Canceled,10/22/2015
Resort Hotel,0,2,2017,August,35,31,0.0,3,2,0,0,Undefined,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,195.75,0,2,Check-Out,9/3/2017
Resort Hotel,1,323,2017,June,22,3,2.0,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,72.0,0,0,Canceled,7/21/2016
City Hotel,1,124,2016,April,18,29,0.0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,96.3,0,0,Canceled,2/20/2016
City Hotel,1,37,2017,March,11,15,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,366.5,0,Transient,110.0,0,0,Canceled,2/6/2017
City Hotel,1,374,2017,June,24,13,0.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,0,Transient,90.0,0,0,Canceled,5/5/2017
City Hotel,0,81,2016,March,13,25,1.0,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,65.0,0,0,Check-Out,3/28/2016
City Hotel,0,1,2015,August,33,14,1.0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,8/17/2015
City Hotel,0,111,2017,August,34,20,2.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,195.0,0,1,Check-Out,8/24/2017
City Hotel,1,308,2016,November,48,25,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,52.0,0,0,Canceled,3/15/2016
City Hotel,0,91,2017,May,20,18,0.0,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,262.0,0,Transient,89.1,0,0,Check-Out,5/19/2017
City Hotel,0,125,2017,April,15,10,1.0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,121.33,0,1,Check-Out,4/13/2017
Resort Hotel,1,91,2016,December,52,23,2.0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,75.6,0,1,Canceled,10/11/2016
Resort Hotel,0,1,2016,October,45,30,1.0,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient-Party,94.5,0,0,Check-Out,10/31/2016
City Hotel,0,1,2017,February,6,8,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Check-Out,2/10/2017
City Hotel,0,10,2016,May,21,21,1.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,94.5,0,0,Check-Out,5/23/2016
Resort Hotel,0,208,2016,October,43,22,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,0,Transient,49.5,0,0,Check-Out,10/29/2016
Resort Hotel,0,119,2017,August,31,5,4.0,6,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,118.3,0,0,Check-Out,8/15/2017
City Hotel,0,38,2017,June,24,15,0.0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,171.0,0,0,Check-Out,6/18/2017
City Hotel,0,94,2017,May,22,28,2.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,145.8,0,1,Check-Out,6/2/2017
City Hotel,1,61,2015,October,44,26,1.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,72.24,0,1,Canceled,9/21/2015
City Hotel,0,215,2016,July,29,12,0.0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient-Party,91.13,0,1,Check-Out,7/16/2016
City Hotel,1,96,2016,April,15,8,0.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.9,0,1,Canceled,3/17/2016
City Hotel,0,374,2017,July,30,29,2.0,1,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Check-Out,8/1/2017
Resort Hotel,0,4,2016,August,32,6,2.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0,Transient,195.75,0,1,Check-Out,8/9/2016
City Hotel,0,310,2017,April,17,23,2.0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,0,Transient-Party,83.75,0,0,Check-Out,4/27/2017
City Hotel,1,194,2017,August,31,3,0.0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.67,0,2,Canceled,7/9/2017
City Hotel,0,91,2016,July,29,10,2.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.8,0,1,Check-Out,7/14/2016
Resort Hotel,0,84,2017,June,26,28,0.0,3,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,120.0,0,0,Check-Out,7/1/2017
City Hotel,1,342,2015,September,39,24,2.0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,170.0,0,0,Canceled,8/21/2015
City Hotel,0,19,2016,May,19,7,0.0,1,2,0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,0,Check-Out,5/8/2016
Resort Hotel,0,3,2016,March,11,12,0.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,0,Transient-Party,50.0,0,0,Check-Out,3/13/2016
City Hotel,0,116,2016,December,52,23,2.0,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.4,0,1,Check-Out,12/29/2016
City Hotel,1,212,2017,June,22,2,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,0,Transient-Party,105.0,0,0,Canceled,5/11/2017
Resort Hotel,0,19,2017,March,13,29,2.0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75.0,0,Transient,49.0,0,0,Check-Out,4/5/2017
City Hotel,1,77,2017,April,16,17,1.0,4,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,195.75,0,0,Canceled,1/30/2017
City Hotel,1,12,2016,May,20,13,2.0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,195.75,0,0,Canceled,5/1/2016
Resort Hotel,0,3,2016,October,42,10,1.0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,65.0,0,0,Check-Out,10/12/2016
Resort Hotel,1,132,2015,September,36,1,0.0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,1,Canceled,6/8/2015
City Hotel,0,123,2017,August,34,20,2.0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,116.1,0,0,Check-Out,8/23/2017
Resort Hotel,0,21,2015,July,28,10,2.0,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,165.0,0,2,Check-Out,7/15/2015
City Hotel,1,76,2016,November,45,3,0.0,3,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,1,Canceled,10/26/2016
City Hotel,0,68,2016,July,28,4,1.0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,0,Transient,107.95,0,0,Check-Out,7/6/2016
City Hotel,0,138,2017,August,32,11,1.0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,125.0,0,2,Check-Out,8/14/2017
Resort Hotel,0,96,2017,March,11,12,4.0,6,2,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,33.27,0,0,Check-Out,3/23/2017
City Hotel,1,95,2016,May,23,29,2.0,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,65.0,0,0,Canceled,5/25/2016
Resort Hotel,0,61,2016,October,45,31,1.0,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,41.4,0,2,Check-Out,11/4/2016
Resort Hotel,0,0,2016,January,3,12,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,1/13/2016
City Hotel,1,153,2015,August,32,3,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,5/19/2015
City Hotel,1,187,2017,July,28,12,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.1,0,0,Canceled,5/4/2017
Resort Hotel,1,248,2017,June,24,16,2.0,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,80.1,0,0,Canceled,10/12/2016
City Hotel,0,26,2017,March,9,4,1.0,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.2,0,2,Check-Out,3/6/2017
City Hotel,1,66,2016,October,41,3,1.0,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,119.07,0,1,Canceled,8/25/2016
Resort Hotel,1,99,2016,February,6,4,4.0,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,38.88,0,1,Canceled,12/25/2015
City Hotel,0,0,2016,August,35,27,0.0,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,140.0,0,0,Check-Out,8/28/2016
Resort Hotel,1,97,2016,June,25,14,0.0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,112.0,0,0,Canceled,3/13/2016
City Hotel,0,15,2016,February,8,18,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0,Transient-Party,86.0,0,0,Check-Out,2/21/2016
City Hotel,1,51,2017,February,8,25,2.0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,195.75,0,2,Canceled,2/8/2017
